Коломойський,Ігор,Валерійович,"ПРИВАТНЕ ПІДПРИЄМСТВО ПРИВАТНЕ МАЛЕ ПІДПРИЄМСТВО ""ГОРГАН""",32472644,,,Україна
Коломойський,Ігор,Валерійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АРЛАН""",31647453,,2001-09-11,Україна
Палиця,Ігор,Петрович,"ПАТ ""Укрнафта""",00135390,"PJSC ""Ukrnafta""",,Україна
Палиця,Ігор,Петрович,ВОЛИНСЬКА ОБЛАСНА РАДА,00022444,Volyn Oblast Council ,,Україна
Палиця,Ігор,Петрович,"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""КИЇВ ТОРА ЦЕНТР""",36857721,Charitable organization Kyiv Tora Center,,Україна
Палиця,Ігор,Петрович,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ - УКРОП""",39479782,,,Україна
Чижмарь,Катерина,Іванівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАНОВА ДЕВЕЛОПМЕНТ""",36049826,"""Aquanova Development""",,Україна
Чижмарь,Катерина,Іванівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАНОВА ДЕВЕЛОПМЕНТ""",36049826,"""Aquanova Development""",,Україна
Толчин,Станіслав,Марксович,"ST. BENSON, s.r.o.",24662798,,,Чехія
Углава,Гізо,Трістанович,Транспортир,"",,,Грузія
Ложкін,Борис,Євгенович,Liwon Hilden GmbH,HRB27759,,,Німеччина
Ложкін,Борис,Євгенович,Ensitar Limited,ΗΕ359582,,,Кіпр
Ложкін,Борис,Євгенович,FD BENEFICIARY HOLDING LIMITED,1816337,,,Британські Віргінські острови
Ложкін,Борис,Євгенович,FUTURE DEFINITE HOLDINGS LIMITED,1794687,,,Британські Віргінські острови
Ложкін,Борис,Євгенович,FUTURE DEFINITE FOUNDATION,266,,,Джерсі
Янукович,Олександр,Вікторович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЦЕНТРАЛЬНА ЗБАГАЧУВАЛЬНА ФАБРИКА ""МИРНОГРАДСЬКА""",24820699,"PJSC ""zfz ""Komsomolska""",,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САТІН КОНСАЛТ""",38210913,,,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЙВЕНГО ТРЕВЕЛ""",37719727,"Aivengo Travel (Ivanhoe), LLC",,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТІПІКОН А""",37719341,"TPK A, LLC",,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАКО АКТИВ""",38144219,"""Mako Asset"" llc",,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БОСТАНІ-К""",38356060,"BOSTANI-K, LLC",,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОДЖЕРС-К""",24161297,,1995-08-31,Україна
Янукович,Олександр,Вікторович,САРОНЕ ХОЛДІНГС ЛІМІТЕД,"",Sarone Holdings Limited,,Британські Віргінські острови
Янукович,Олександр,Вікторович,"КОМПАНІЯ ""ІНТЕЛЕКТ РЕСОРСЕЗ ЛІМІТЕД""","","",,Беліз
Янукович,Олександр,Вікторович,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «ЦЕНТРАЛЬНА ЗБАГАЧУВАЛЬНА ФАБРИКА «УКРАЇНА»,38033446,,,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КХАЛ ДРОГО""",38422190,"KHAL DROGO, LLC",,Україна
Янукович,Олександр,Вікторович,ВАРЕНДА ЛІМІТЕД,HE240970,,,Кіпр
Янукович,Олександр,Вікторович,MAKO Trading SA,298.883.703,,2012-04-23,Швейцарія
Янукович,Олександр,Вікторович,Mako Holding B.V.,53841298,,2011-10-28,Нідерланди
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КРЕДО-АКТИВ КОРПОРЕЙШН""",38310204,,,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СТАРТЕР ЛТД""",37719238,"STARTER LTD, LLC",,Україна
Янукович,Олександр,Вікторович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БЕНЕФІТ-КОНСАЛТ""",37967671,,2018-05-17,Україна
Янукович,Олександр,Вікторович,Energoinvest Holding B.V.,58185674,energoinvest holding,,Нідерланди
Янукович,Олександр,Вікторович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЕДЕЛЬВЕЙС""",30100169,"PrJSC ""Edelweis""",,Україна
Янукович,Олександр,Вікторович,ARTVIN Holding B.V.,57375682,,,Нідерланди
Бриль,Костянтин,Іванович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""КИЇВСЬКЕ ОБЛАСНЕ ГРОМАДСЬКЕ ОБ'ЄДНАННЯ ""З ВІРОЮ В УКРАЇНУ""",38349755,,,Україна
Бриль,Костянтин,Іванович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""КИЇВСЬКЕ ОБЛАСНЕ ГРОМАДСЬКЕ ОБ'ЄДНАННЯ ""З ВІРОЮ В УКРАЇНУ""",38349755,,,Україна
Парцхаладзе,Лев,Ревазович,ВОКАТА ІНВЕСТМЕНТС ЛІМІТЕД,HE236570,,,Кіпр
Парцхаладзе,Лев,Ревазович,ХАВІНДО ЕНТЕРПРАЙЗІЗ ЛІМІТЕД,HE289828,,,Кіпр
Парцхаладзе,Лев,Ревазович,ДАЙМЛЕНД ЛІМІТЕД,HE165684,,,Кіпр
Парцхаладзе,Лев,Ревазович,ХАВІНДО ЕНТЕРПРАЙЗІЗ ЛІМІТЕД,HE289828,,,Кіпр
Парцхаладзе,Лев,Ревазович,ЕНТОНІА ХОЛДИНГ ЛІМІТЕД,HE230521,,,Кіпр
Діаз,Едгардо Елой,"",Bradcrest Investments SA,"",Bradcrest Investment,,Панама
Валларіно,Марія,"",Bradcrest Investments SA,"",Bradcrest Investment,,Панама
Гіль,Фернандо Антоніо,"",Bradcrest Investments SA,"",Bradcrest Investment,,Панама
Святненко,Володимир,Миколайович,Bradcrest Investments SA,"",Bradcrest Investment,,Панама
Азаров,Олексій,Миколайович,"Limited Liability Company ""development group""",37449714,"""Group ""Development"" llc",,Україна
Азаров,Олексій,Миколайович,ТОВ “Дукат-інвест”,35428582,,2007-09-18,Україна
Азаров,Олексій,Миколайович,"Дачний кооператив ""Чехово""",26442818,,2003-09-29,Україна
Азаров,Олексій,Миколайович,"Elterwood Holdings Limited,",ΗΕ276683,,,Кіпр
Азаров,Олексій,Миколайович,Arksey Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Tawny Assets Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЛЬДЕЯ""",35480710,"""Aldeya"" llc",2007-09-28,Україна
Азаров,Олексій,Миколайович,Tallyfield Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"КОЛЕКТИВ ЗАБУДОВНИКІВ ""ПІВДЕННИЙ"" ХАРКІВСЬКОГО РАЙОНУ М.КИЄВА",21680648,"Association of Constructors ""Pivdenniy""",2001-02-15,Україна
Азаров,Олексій,Миколайович,Rosemund Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Skellow Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Company Gidlex invest limited,ΗΕ330656,,2014-03-18,Кіпр
Азаров,Олексій,Миколайович,"""Ekvital"" llc",34289169,"""Equital"" llc",2006-05-25,Україна
Азаров,Олексій,Миколайович,Borage Assets Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Pickburn Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Brecks Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"""Tartus Company"" llc",37317235,"""Tartus Company"" llc",2010-10-06,Україна
Азаров,Олексій,Миколайович,Boulet sales LP,SL032397,,,Велика Британія
Азаров,Олексій,Миколайович,STICHTING DEPOSITARY DONAU INVESTMENT FUND,56305052,Stichting Depositary Donau Investment Fund,,Нідерланди
Азаров,Олексій,Миколайович,Garda Handels- und Beteiligungs GmbH,FN227854f,Garda Handels- Und Beteiligungs Gmbh,,Австрія
Азаров,Олексій,Миколайович,Denaby Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"PREDIUM FOREST, LLC",34911158,,,Україна
Азаров,Олексій,Миколайович,Savi Assets Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Lenchester Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БЕТЕЛЬ""",36086098,"""Betel"" llc",,Україна
Азаров,Олексій,Миколайович,"De Sanktis-Invest, LLC",35644922,,2008-01-09,Україна
Азаров,Олексій,Миколайович,Harborside Estates Limited,ΗΕ210333,,,Кіпр
Азаров,Олексій,Миколайович,Company Staydelor Investments Limited,"",,,Кіпр
Азаров,Олексій,Миколайович,"""Insurance Company ""Amalteya"" PrJSC",25017527,"PrJSC ""Insurance Company ""Amalteia""",,Україна
Азаров,Олексій,Миколайович,"KHARAKS-INVEST, LLC",34981801,,2007-03-20,Україна
Азаров,Олексій,Миколайович,"DELTA DEVELOPMENT, LLC",35370559,,2007-08-16,Україна
Азаров,Олексій,Миколайович,"DUBLON CAPITAL, LLC",35429663,,2007-09-24,Україна
Азаров,Олексій,Миколайович,FONTRIDGE HOLDINGS LIMITED,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"""Atlantic Management Group"" llc",34880654,"""AMG"" llc",2007-01-25,Україна
Азаров,Олексій,Миколайович,Starling Assets Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Agosto 2012 s.r.l.,07939110966,,2012-08-02,Італія
Азаров,Олексій,Миколайович,Mapplewell Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"""Premial-don"" llc",34456336,"""Premial-don"" llc",2006-06-13,Україна
Азаров,Олексій,Миколайович,ASA Luftfahrt Formgestaltung GmbH,FN365781p,,,Австрія
Азаров,Олексій,Миколайович,"ТОВ ""Домікс""",35427353,,2007-09-10,Україна
Азаров,Олексій,Миколайович,Carrion Assets Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,ТОВ “Апелла”,35428577,,,Україна
Азаров,Олексій,Миколайович,LPG TRADING GMBH,FN378003m,LPG Trading gmbh,,Австрія
Азаров,Олексій,Миколайович,ЛАДА холдінг анштальт,FL-0002.290.290-6,,2008-06-11,Ліхтенштейн
Азаров,Олексій,Миколайович,Pilley Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,blaxton investments limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Kine Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"""Capitol Plus"" llc",37317214,"""Capitol Plus"" llc",2010-10-06,Україна
Азаров,Олексій,Миколайович,"""Accord Finance"" llc",35311561,"""Accord Finance"" llc",,Україна
Азаров,Олексій,Миколайович,"ЗАТ ""Група ""Розвиток""",34881202,,,Україна
Азаров,Олексій,Миколайович,Lynnfield Enterprises Limited,"",,,Беліз
Азаров,Олексій,Миколайович,Oxspring Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Kendry Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Nanotech invest LP,SL032398,,,Велика Британія
Азаров,Олексій,Миколайович,"PrJSC ""Production and Commercial Enterprise ""Metalist""",02972606,"JSC ""vkp ""Metalist""",1996-07-25,Україна
Азаров,Олексій,Миколайович,Dorbes Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,lyra assets group limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,lazonby group holdings limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"""Leasing Company ""Legart"" llc",35571341,"""lk legart"" llc",2007-11-29,Україна
Азаров,Олексій,Миколайович,Kelston Investments Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,Langsett Holdings Limited,"",,,Британські Віргінські острови
Азаров,Олексій,Миколайович,"I-TODOR INVEST, LLC",34981749,,2007-03-15,Україна
Арбузов,Сергій,Геннадійович,KVITEN SOLUTION LIMITED,HE290146,Kviten Solution Limited,,Кіпр
Арбузов,Сергій,Геннадійович,BALEINGATE FINANCE LIMITED,HE285076,Baleingate Finance Limited,,Кіпр
Арбузов,Сергій,Геннадійович,FOXTRON NETWORKS LIMITED,НE272238,foxtron networks limited,,Кіпр
Арбузов,Сергій,Геннадійович,Erosaria LTD,ΗΕ320554,ηε 320554,,Кіпр
Арбузов,Сергій,Геннадійович,QUICKPACE LIMITED,HE290165,Quickpace Limited,,Кіпр
Арбузов,Сергій,Геннадійович,AKEMI MANAGEMENT LIMITED,HE319477,akemi management limited,,Кіпр
Арбузов,Сергій,Геннадійович,SABULONG TRADING LTD,HE281148,Sabulong Trading ltd,,Кіпр
Арбузов,Сергій,Геннадійович,WONDERBLISS LTD,HE290170,Wonderbliss Ltd,,Кіпр
Арбузов,Сергій,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЕНТ-СЕРВІС""",32582696,,,Україна
Арбузов,Сергій,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИВАТТУР""",32476330,,,Україна
Арбузов,Сергій,Геннадійович,KATIEMA ENTERPRISES LIMITED,HE232221,Katiema Enterprises Limited,,Кіпр
Арбузов,Сергій,Геннадійович,"АССОЦИАЦИЯ ""ЦЕНТР ИССЛЕДОВАНИЙ ЭКОНОМИЧЕСКОГО И СОЦИОКУЛЬТУРНОГО РАЗВИТИЯ СТРАН СНГ, ЦЕНТРАЛЬНОЙ И ВОСТОЧНОЙ ЕВРОПЫ""",7801314611,,,Росія
Арбузов,Сергій,Геннадійович,LORICOM HOLDING GROUP LTD,ΗΕ288464,Loricom Holding Group,,Кіпр
Арбузов,Сергій,Геннадійович,OPALCORE LTD,HE319982,Opalcore ltd,,Кіпр
Іванющенко,Юрій,Володимирович,GOODLIGHT CAPITAL LTD,06893315,goodlight capital ltd,,Велика Британія
Іванющенко,Юрій,Володимирович,"ТОВАРИСТВО З ДОДАТКОВОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛУГАНСЬКШАХТОБУДМОНТАЖ""",00181763,,,Україна
Іванющенко,Юрій,Володимирович,PARROX CORPORATION LIMITED,07223980,parrox corporation limited,,Велика Британія
Іванющенко,Юрій,Володимирович,PRODUCTION INVESTMENT MANAGEMENT LTD,04842930,production investment management ltd,,Велика Британія
Іванющенко,Юрій,Володимирович,KEENS LIMITED,"",kins limited,,Велика Британія
Іванющенко,Юрій,Володимирович,ADDISON ALLIANCE LIMITED,05350443,,,Велика Британія
Іванющенко,Юрій,Володимирович,HILLCREST CORPORATE LIMITED,1563048,,,Британські Віргінські острови
Іванющенко,Юрій,Володимирович,BOVAR ENTERPRISES LLC,116962-91,,,Панама
Іванющенко,Юрій,Володимирович,MANAGEMENT EXCELLENCE LIMITED,07895930,,,Велика Британія
Іванющенко,Юрій,Володимирович,Industry East Europe Investments PTE. Ltd,201217774W,,,Сінгапур
Іванющенко,Юрій,Володимирович,Sula Assets limited,NC91275,Sula Assets Limited,,Сент-Кіттс і Невіс
Іванющенко,Юрій,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАДРА ЗАПОРІЖЖЯ""",38145804,,,Україна
Іванющенко,Юрій,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРОГАЗ УКРАЇНА""",36283331,,,Україна
Іванющенко,Юрій,Володимирович,Cohen Williams Williams,"",Cohen Williams Williams,,США
Іванющенко,Юрій,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРБУДЕНЕРГОІНВЕСТ""",32984329,,,Україна
Іванющенко,Юрій,Володимирович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАХІДІНКОМБАНК""",19233095,,,Україна
Іванющенко,Юрій,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФОРЕСТ-ПАРК ПРЕМ'ЄР""",35083379,,,Україна
Іванющенко,Юрій,Володимирович,KEENOR LIMITED,06584858,keenor limited,,Велика Британія
Іванющенко,Юрій,Володимирович,Rexelmo Ltd.,HE306652,,,Кіпр
Іванющенко,Юрій,Володимирович,Imex Provider Ltd,1508999,,,Британські Віргінські острови
Іванющенко,Юрій,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УЖГОРОДБУДМОНТАЖ""",33796923,,,Україна
Іванющенко,Юрій,Володимирович,INDUSTRY EAST EUROPE INVESTMENTS LTD.,04842985,,,Велика Британія
Присяжнюк,Микола,Володимирович,HARTLOG LIMITED,ΗΕ218562,Hartlog Limited,2007-12-31,Кіпр
Ставицький,Едуард,Анатолійович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ДИТЯЧО-ЮНАЦЬКИЙ ФУТБОЛЬНИЙ КЛУБ ""АМЕТИСТ-2001""",33861075,,,Україна
Ставицький,Едуард,Анатолійович,HARTLOG LIMITED,ΗΕ218562,Hartlog Limited,2007-12-31,Кіпр
Ставицький,Едуард,Анатолійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДІАГРАМА""",30663343,,,Україна
Татькова,Зоя,Федорівна,Vebelle Royal G SL,B93519171,Vebelle Royal G SL,2016-12-13,Іспанія
Хромаєв,Тимур,Заурбекович,ГАСЕ ЕНЕРДЖІ,46-0525801,,,США
Хромаєв,Тимур,Заурбекович,ГРЕЙТ ІСТ ЕНЕРДЖІ,E0180732013-3,,,США
Хромаєв,Тимур,Заурбекович,АРТА ГРУП ЛІМІТЕД,111918C,,,Острів Мен
Хромаєв,Тимур,Заурбекович,СІНДЕРЕЛ СЕРВІС ЛІМІТЕД,HE291398,,,Кіпр
Хромаєв,Тимур,Заурбекович,Безеріус Холдінг Лімітед,HE315314,,,Кіпр
Хромаєв,Тимур,Заурбекович,НОРЗСАЙТ ВЬЮ ІНВЕСТМЕНТ ЛІМІТЕД,91569,,,Сейшельські Острови
Хромаєв,Тимур,Заурбекович,АРТА ІНВЕСТМЕНТ ГРУП ЛІМІТЕД,"",,,Британські Віргінські острови
Хромаєв,Тимур,Заурбекович,ІБТР ІНВЕСТМЕНТ ЛІМІТЕД,HE248617,,,Кіпр
Журило,Руслан,Миколайович,Bolatico Limitеd,"",bolatico limitеd,,Кіпр
Журило,Руслан,Миколайович,RV Trans,"",rv trans,,Латвія
Журило,Руслан,Миколайович,WARGRAVE TRADING LLP,OC370544,wargrave trading,,Велика Британія
Журило,Руслан,Миколайович,"БЛАГОДІЙНИЙ ФОНД ІМЕНІ ВІКТОРА ЗАМУЛИ ""НАШЕ МІСТО""",26003208,"Foundation ""Our City""",,Україна
Журило,Руслан,Миколайович,STEEL PRODUCTS LIMITED,04285033,steel products,,Велика Британія
Журило,Руслан,Миколайович,ДП «Східний гірничо-збагачувальний комбінат»,14309787,"SE ""Shidgzk""",,Україна
Журило,Руслан,Миколайович,Kumelite International Spedition SIA,"",kumelite international spedition sia,,Латвія
Журило,Руслан,Миколайович,Adelis Trade LLP,OC397864,adelis trade llp,,Велика Британія
Журило,Руслан,Миколайович,FIRST RAILWAY COMPANY LLP,OC388796,first railway company,,Велика Британія
Бідьовка,Володимир,Анатолійович,Народна Рада Донецької Народної Республіки,"",,,Окремі райони Донецької та Луганської областей (тимчасово окупована Росією територія України)
Данілов,Віталій,Богданович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНВЕСТОР-АТІКА""",31061545,"""Investor-atika"" llc",,Україна
Данілов,Віталій,Богданович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНВЕСТОР-АТІКА""",31061545,"""Investor-atika"" llc",,Україна
Канівець,Олег,Леонідович,Central Park Group sp.z.o.o.,5170379969,,,Польща
Канівець,Олег,Леонідович,Grupa Kapitalowa Er Ka sp.z.o.o.spolka komandytowa,5170368836,,,Польща
Канівець,Олег,Леонідович,Centrum Obslugi Inwestora - Agencja Pracy Tymczasowej sp.z.o.o.,5170381908,,,Польща
Канівець,Олег,Леонідович,Grupa Kapitalowa Er Ka sp.z.o.o.,5170373932,,,Польща
Лабунська,Анжеліка,Вікторівна,Еф.Сі.Лекс с.р.о.,26409372,,,Чехія
Пишний,Андрій,Григорович,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ВІДЧУЙ""",37701717,,2011-05-11,Україна
Табалов,Андрій,Олександрович,"ТОВ ""БАЛМЕРОНІЯ ЕНТЕРПРАЙЗЕС""",HE285214,,,Кіпр
Табалов,Андрій,Олександрович,"ТОВ ""БАЛМЕРОНІЯ ЕНТЕРПРАЙЗЕС""",HE285214,,,Кіпр
Труханов,Геннадій,Леонідович,АTLANTIC BEVERAGES COMPANY LIMITED,"",аtlantic beverages company limited,,Британські Віргінські острови
Труханов,Геннадій,Леонідович,Fernway Impex Corp,617804,fernway impex corp,,Росія
Труханов,Геннадій,Леонідович,Fernway Impex Corp,617804,fernway impex corp,,Британські Віргінські острови
Труханов,Геннадій,Леонідович,Fédération Européenne de Muaythai,CH-550.1.166.570-0,fédération européenne de muaythai,,Швейцарія
Труханов,Геннадій,Леонідович,АTLANTIC BEVERAGES COMPANY LIMITED,"",аtlantic beverages company limited,,Росія
Труханов,Геннадій,Леонідович,"Охоронна фірма ""Капітан""","","Security Firm ""Captain""",,Україна
Труханов,Геннадій,Леонідович,MACON ASSETS LIMITED,"",,,Британські Віргінські острови
Труханов,Геннадій,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСТДОРСТРОЙ""",33658865,"LLC ""Rostdorstroy'",,Україна
Труханов,Геннадій,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СК АВТОСТРОЙ""",37477703,"LLC ""IC Avtostroy""",,Україна
Труханов,Геннадій,Леонідович,Corderoy Trading Limited,"",corderoy trading limited,,Росія
Хмельницький,Василь,Іванович,"Товариство з обмеженою відповідальністю ""Фрі-Енерджи Генічеськ""",41082582,Free-energy Genichesk LLC,2017-01-16,Україна
Циркін,Ігор,Маркович,ДПМ ХОЛДІНГ ЛТД,1844307,,,Британські Віргінські острови
Чертков,Юрій,Дмитрович,KONTI CONFECTIONARY LIMITED,"",,,Британські Віргінські острови
Глімбовська,Катерина,Олександрівна,Altis Ltd,08869047,"",,Велика Британія
Андрієнко,Василь,Миколайович,UAB ESCOLIT,303025677,,,Литва
Сорокін,Олександр,Геннадійович,ДП «Східний гірничо-збагачувальний комбінат»,14309787,"SE ""Shidgzk""",,Україна
Кирилюк,Ігор,Вікторович,КІБО Інтернешнл Інвестмент,01-09-288899,,,Угорщина
Кирилюк,Ігор,Вікторович,КІБО Інтернешнл Інвестмент,01-09-288899,,,Угорщина
Олексенко,Ольга,Володимирівна,ЛОМГРАФ ЛІМІТЕД,ΗΕ343067,Lomgraf Limited,,Кіпр
Олексенко,Ольга,Володимирівна,ЛОМГРАФ ЛІМІТЕД,ΗΕ343067,Lomgraf Limited,,Кіпр
Олексенко,Ольга,Володимирівна,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФАРМАЦЕВТИЧНА ФІРМА ""ДАРНИЦЯ""",00481212,"PRJSC ""PHARMACEUTICAL FIRM ""DARNITSA""",,Україна
Ільюк,Олена,Олександрівна,ARexp Limited,2412984,,,Гонконг
Ільюк,Олена,Олександрівна,ARexp Limited,2412984,,,Гонконг
Дубневич,Павло,Богданович,"Товариство з обмеженою відповідальністю ""Ліг Агро""",38246490,LIG AGRO LLC,2013-02-14,Україна
Воропаєва,Наталія,Олексіївна,"""Грассор Менеджмент с.р.о.""",CZ04311981,,,Чехія
Воропаєва,Наталія,Олексіївна,"""Грассор Менеджмент с.р.о.""",CZ04311981,,,Чехія
Воропаєва,Наталія,Олексіївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦУМ ХОУМ ЕНД КІДЗ""",39896936,TSUM Home and Kids LLC,,Україна
Сірко-Галущенко,Андрій,Степанович,Nelson group limited,"",,,Беліз
Сірко-Галущенко,Андрій,Степанович,Сарс капітал інтернейшнл лтд,"",,,Британські Віргінські острови
Гецадзе,Лела,Анзорівна,Хеалайн Інтернешнл,200122036,,,Грузія
Тимошенко,Олександр,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГЕОФОРС""",34715578,"""Geoforce"" llc",,Україна
Тимошенко,Олександр,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕДІ Ю""",34355304,"""Lady U"" llc",,Україна
Тимошенко,Олександр,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕДІ Ю""",34355304,"""Lady U"" llc",,Україна
Тимошенко,Олександр,Геннадійович,"BATKIVSHCHYNA Prague, z.s.",03583546,,,Чехія
Тимошенко,Олександр,Геннадійович,Smart Light Advising LP,SL033149,,2018-07-04,Велика Британія
Тимошенко,Олександр,Геннадійович,MEDICAL INVESTED CAPITAL TRUE STANDING EUROPE LIMITED s.r.o.,03550877,,,Чехія
Тимошенко,Олександр,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРАЗІЙСЬКИЙ ТОРГОВИЙ ДІМ""",35085800,"""Euroasian Trade House"" llc",,Україна
Тимошенко,Олександр,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРАЗІЙСЬКИЙ ТОРГОВИЙ ДІМ""",35085800,"""Euroasian Trade House"" llc",,Україна
Тимошенко,Олександр,Геннадійович,Wiley Rein LLP,6108,,,США
